meter_id,feeder_id,consumer_type,sanctioned_load_kw,base_daily_kwh,tariff_rate,billing_address,installation_year,lat,lon
BLR-KMG-12-0201,KMG-12,residential,1,5.446325399736219,5.5,179 HSR Layout Bengaluru,2019,12.929895159538574,77.62319588326368
BLR-KMG-12-0202,KMG-12,residential,1,8.5238291989839,5.5,29 MG Road Bengaluru,2020,12.933553863210276,77.63067457030184
BLR-KMG-12-0203,KMG-12,residential,1,8.311019182276674,5.5,80 Indiranagar Bengaluru,2019,12.943315956733652,77.61049527578649
BLR-KMG-12-0204,KMG-12,residential,3,6.186293827090435,5.5,102 BTM Bengaluru,2023,12.924212260989137,77.63046529401484
BLR-KMG-12-0205,KMG-12,industrial,25,217.51599086206224,6.8,145 Indiranagar Bengaluru,2018,12.915215482387874,77.64123794782027
BLR-KMG-12-0206,KMG-12,residential,2,7.01945213356804,5.5,142 BTM Bengaluru,2022,12.93708740946847,77.61794294668968
BLR-KMG-12-0207,KMG-12,residential,2,8.453561750653673,5.5,161 MG Road Bengaluru,2018,12.94883013801349,77.63529541936232
BLR-KMG-12-0208,KMG-12,residential,3,16.29921785821887,5.5,125 HSR Layout Bengaluru,2023,12.931526893856478,77.64005502598353
BLR-KMG-12-0209,KMG-12,commercial,10,134.26807506486853,7.2,129 MG Road Bengaluru,2022,12.92698343319601,77.61865846139484
BLR-KMG-12-0210,KMG-12,residential,2,9.43981341778484,5.5,161 MG Road Bengaluru,2018,12.931776778110047,77.60458668228185
BLR-KMG-12-0211,KMG-12,residential,1,12.996063565260654,5.5,194 MG Road Bengaluru,2020,12.935694546599189,77.64205914238663
BLR-KMG-12-0212,KMG-12,commercial,25,127.65195459835037,7.2,153 HSR Layout Bengaluru,2022,12.929952911235874,77.62720689476909
BLR-KMG-12-0213,KMG-12,residential,2,14.708365661589795,5.5,70 Indiranagar Bengaluru,2021,12.952220947838196,77.60472930330705
BLR-KMG-12-0214,KMG-12,residential,1,13.064645998164442,5.5,124 MG Road Bengaluru,2021,12.951081381791852,77.60641069561157
BLR-KMG-12-0215,KMG-12,industrial,25,301.4208284492165,6.8,125 HSR Layout Bengaluru,2022,12.925394916078476,77.61629159859704
BLR-KMG-12-0216,KMG-12,commercial,10,67.35692389872044,7.2,164 Indiranagar Bengaluru,2019,12.924904960029341,77.620541964061
BLR-KMG-12-0217,KMG-12,residential,1,13.53564995550976,5.5,74 BTM Bengaluru,2018,12.936692488785155,77.61426251134804
BLR-KMG-12-0218,KMG-12,industrial,50,1005.9925497751581,6.8,129 HSR Layout Bengaluru,2022,12.939326055023761,77.64205613368826
BLR-KMG-12-0219,KMG-12,residential,3,16.378890486877708,5.5,137 Indiranagar Bengaluru,2018,12.939864236536915,77.61099093771308
BLR-KMG-12-0220,KMG-12,residential,5,14.779225803523506,5.5,49 Indiranagar Bengaluru,2020,12.945221020609754,77.61499224142192
BLR-KMG-12-0221,KMG-12,commercial,10,110.10598791497645,7.2,146 Koramangala Bengaluru,2021,12.919988158718278,77.62095779251652
BLR-KMG-12-0222,KMG-12,residential,1,16.169634745114735,5.5,161 BTM Bengaluru,2018,12.921137838609111,77.61649087144195
BLR-KMG-12-0223,KMG-12,residential,1,12.931451106423582,5.5,78 BTM Bengaluru,2022,12.916338184564342,77.60967097574108
BLR-KMG-12-0224,KMG-12,residential,2,13.461777431223263,5.5,42 BTM Bengaluru,2018,12.941697446052974,77.64365023974808
BLR-KMG-12-0225,KMG-12,residential,1,14.140743439802376,5.5,42 BTM Bengaluru,2023,12.924595817889468,77.62981159350102
BLR-KMG-12-0226,KMG-12,residential,2,9.13738510886721,5.5,70 MG Road Bengaluru,2021,12.931696397459227,77.63727452453006
BLR-KMG-12-0227,KMG-12,residential,1,12.962355133594325,5.5,8 Indiranagar Bengaluru,2020,12.935318311462053,77.61697335012461
BLR-KMG-12-0228,KMG-12,residential,2,17.917951057096346,5.5,2 MG Road Bengaluru,2020,12.943226020409568,77.62260822449134
BLR-KMG-12-0229,KMG-12,residential,2,17.406753983075323,5.5,77 BTM Bengaluru,2018,12.920819117526955,77.6203791141202
BLR-KMG-12-0230,KMG-12,residential,3,4.017313516631733,5.5,144 HSR Layout Bengaluru,2021,12.932995461740248,77.61930105120976
BLR-KMG-12-0231,KMG-12,residential,5,4.280368982961543,5.5,104 HSR Layout Bengaluru,2018,12.947681331775057,77.62483831909088
BLR-KMG-12-0232,KMG-12,residential,1,14.57378588695531,5.5,161 BTM Bengaluru,2021,12.945281123506815,77.63234978790972
BLR-KMG-12-0233,KMG-12,residential,2,7.6835759787518,5.5,66 MG Road Bengaluru,2022,12.927852870743559,77.61356221328789
BLR-KMG-12-0234,KMG-12,residential,3,7.915849538600709,5.5,154 HSR Layout Bengaluru,2019,12.93462717710786,77.64077567892858
BLR-KMG-12-0235,KMG-12,residential,5,15.919949408431341,5.5,12 MG Road Bengaluru,2019,12.935589304750398,77.6291180021109
BLR-KMG-12-0236,KMG-12,residential,2,14.099908942602244,5.5,67 HSR Layout Bengaluru,2023,12.917236771322049,77.62011920715061
BLR-KMG-12-0237,KMG-12,residential,2,8.845396171528996,5.5,20 Indiranagar Bengaluru,2019,12.946899222545374,77.60930098690967
BLR-KMG-12-0238,KMG-12,commercial,25,88.4474302582723,7.2,110 BTM Bengaluru,2021,12.934102643058537,77.61994652111089
BLR-KMG-12-0239,KMG-12,residential,2,4.9544123313969095,5.5,196 MG Road Bengaluru,2021,12.917198615774371,77.63506894521886
BLR-KMG-12-0240,KMG-12,residential,2,17.11028843437125,5.5,20 Indiranagar Bengaluru,2022,12.91822658737047,77.62963305258761
BLR-KMG-12-0241,KMG-12,residential,2,13.102815293574148,5.5,31 Koramangala Bengaluru,2022,12.945230463442737,77.62239201695077
BLR-KMG-12-0242,KMG-12,residential,5,4.8089278539491325,5.5,56 MG Road Bengaluru,2020,12.920826590342,77.60698519257348
BLR-KMG-12-0243,KMG-12,commercial,5,51.331966542149786,7.2,144 HSR Layout Bengaluru,2018,12.93437688512599,77.64386787415411
BLR-KMG-12-0244,KMG-12,commercial,15,66.7504344943934,7.2,52 HSR Layout Bengaluru,2021,12.947920635409975,77.63297269878706
BLR-KMG-12-0245,KMG-12,commercial,10,108.48909544463977,7.2,7 Koramangala Bengaluru,2021,12.933265393861394,77.61107548580576
BLR-KMG-12-0246,KMG-12,residential,5,7.480123608009189,5.5,62 Koramangala Bengaluru,2022,12.914767691072921,77.6143925283498
BLR-KMG-12-0247,KMG-12,commercial,5,94.237215774311,7.2,65 BTM Bengaluru,2022,12.94737213463819,77.62917195224043
BLR-KMG-12-0248,KMG-12,residential,1,4.596864930018459,5.5,188 Koramangala Bengaluru,2022,12.947774283309585,77.60792330323136
BLR-KMG-12-0249,KMG-12,residential,1,8.54546297646084,5.5,82 Koramangala Bengaluru,2018,12.93856325244739,77.63838260926588
BLR-KMG-12-0250,KMG-12,residential,5,5.864030058493357,5.5,192 MG Road Bengaluru,2018,12.95171324565653,77.63635533846545
BLR-KMG-12-0251,KMG-12,residential,1,17.02446438772953,5.5,188 BTM Bengaluru,2021,12.93948805907233,77.63037415688822
BLR-KMG-12-0252,KMG-12,commercial,15,103.67203017120741,7.2,188 BTM Bengaluru,2020,12.91822773919625,77.64353101084001
BLR-KMG-12-0253,KMG-12,residential,1,4.532305875324369,5.5,87 Koramangala Bengaluru,2018,12.916883373439946,77.60685026911061
BLR-KMG-12-0254,KMG-12,residential,5,14.325117032426098,5.5,58 HSR Layout Bengaluru,2020,12.952829998306827,77.64169261558692
BLR-KMG-12-0255,KMG-12,commercial,10,79.4557116315326,7.2,5 Indiranagar Bengaluru,2023,12.91730470653837,77.62458630346293
BLR-KMG-12-0256,KMG-12,commercial,15,57.341090105173194,7.2,73 Indiranagar Bengaluru,2019,12.914417107975895,77.6142165393874
BLR-KMG-12-0257,KMG-12,residential,1,17.437571253063005,5.5,119 Indiranagar Bengaluru,2019,12.945948567666182,77.61571288146803
BLR-KMG-12-0258,KMG-12,industrial,50,782.4226582072465,6.8,95 HSR Layout Bengaluru,2019,12.919123829854648,77.61753070023977
BLR-KMG-12-0259,KMG-12,industrial,25,572.1670238375134,6.8,59 HSR Layout Bengaluru,2019,12.938517583299781,77.64172303350978
BLR-KMG-12-0260,KMG-12,residential,1,6.764586858039122,5.5,174 MG Road Bengaluru,2022,12.925436271569566,77.63663787755874
BLR-KMG-12-0261,KMG-12,commercial,15,140.27118403674655,7.2,18 BTM Bengaluru,2022,12.922842534858148,77.64313589115201
BLR-KMG-12-0262,KMG-12,commercial,10,51.67135178103611,7.2,86 Koramangala Bengaluru,2018,12.951495522659885,77.60572694943187
BLR-KMG-12-0263,KMG-12,residential,1,14.163718739794136,5.5,27 Indiranagar Bengaluru,2020,12.920027044308394,77.61769534544133
BLR-KMG-12-0264,KMG-12,residential,3,14.40793300507253,5.5,3 Koramangala Bengaluru,2022,12.91775027682582,77.6270869113315
BLR-KMG-12-0265,KMG-12,commercial,10,49.30178087492955,7.2,186 MG Road Bengaluru,2021,12.94305846860452,77.64367239805397
BLR-KMG-12-0266,KMG-12,residential,2,15.200993561788232,5.5,10 BTM Bengaluru,2023,12.938639418010407,77.61152098938462
BLR-KMG-12-0267,KMG-12,residential,3,11.759171197848232,5.5,86 Indiranagar Bengaluru,2019,12.947598559211286,77.63730721877387
BLR-KMG-12-0268,KMG-12,residential,3,14.621469461554067,5.5,20 Koramangala Bengaluru,2020,12.947678814859868,77.62281276216406
BLR-KMG-12-0269,KMG-12,residential,1,9.395262362663065,5.5,132 HSR Layout Bengaluru,2019,12.949447831218603,77.62772177336747
BLR-KMG-12-0270,KMG-12,residential,2,13.738654050955295,5.5,149 Indiranagar Bengaluru,2023,12.920675404714194,77.61125277119702
BLR-KMG-12-0271,KMG-12,residential,2,16.23967458854333,5.5,14 Koramangala Bengaluru,2022,12.937199351497124,77.62645938351838
BLR-KMG-12-0272,KMG-12,residential,2,13.470551121169072,5.5,82 Koramangala Bengaluru,2021,12.947001976407202,77.62393022729053
BLR-KMG-12-0273,KMG-12,residential,1,8.679336461744851,5.5,30 Indiranagar Bengaluru,2023,12.922393679794256,77.63700522670663
BLR-KMG-12-0274,KMG-12,residential,2,5.713274602552492,5.5,113 MG Road Bengaluru,2019,12.928856880074921,77.60650168907588
BLR-KMG-12-0275,KMG-12,commercial,15,118.0338996050775,7.2,118 BTM Bengaluru,2018,12.930849922131761,77.62944709458833
BLR-KMG-12-0276,KMG-12,commercial,5,79.18858676355458,7.2,78 HSR Layout Bengaluru,2020,12.943599455467425,77.64201251011721
BLR-KMG-12-0277,KMG-12,residential,2,17.71505401047437,5.5,3 BTM Bengaluru,2020,12.914967670555653,77.63726788174702
BLR-KMG-12-0278,KMG-12,residential,2,8.182158030242823,5.5,147 Indiranagar Bengaluru,2020,12.931186272509557,77.63890921001938
BLR-KMG-12-0279,KMG-12,commercial,5,126.31719717548525,7.2,74 BTM Bengaluru,2021,12.919339198896637,77.60722406055028
BLR-KMG-12-0280,KMG-12,commercial,10,82.42208431382154,7.2,57 HSR Layout Bengaluru,2023,12.916291210043104,77.61300894809074
BLR-KMG-12-0281,KMG-12,residential,2,16.916722813229057,5.5,36 BTM Bengaluru,2023,12.925309827583149,77.60578379633492
BLR-KMG-12-0282,KMG-12,residential,1,7.8585727415052355,5.5,14 Indiranagar Bengaluru,2023,12.93115547515444,77.63779157745144
BLR-KMG-12-0283,KMG-12,residential,1,15.943254727651107,5.5,107 HSR Layout Bengaluru,2019,12.950257498133777,77.6095698148447
BLR-KMG-12-0284,KMG-12,residential,2,8.862806567623798,5.5,127 Indiranagar Bengaluru,2020,12.952535777368542,77.62640672733846
BLR-KMG-12-0285,KMG-12,industrial,25,618.7933190741614,6.8,128 MG Road Bengaluru,2022,12.95325188361989,77.61426120249776
BLR-KMG-12-0286,KMG-12,residential,1,11.91462356400254,5.5,147 Koramangala Bengaluru,2018,12.951881439509549,77.64269424711152
BLR-KMG-12-0287,KMG-12,residential,1,14.080112555283584,5.5,127 Indiranagar Bengaluru,2018,12.948024642313644,77.6264489115313
BLR-KMG-12-0288,KMG-12,residential,1,16.04195570689209,5.5,186 Koramangala Bengaluru,2018,12.945667999538133,77.6259535462688
BLR-KMG-12-0289,KMG-12,residential,1,15.856862193239838,5.5,74 BTM Bengaluru,2022,12.95182792588001,77.63799901485922
BLR-KMG-12-0290,KMG-12,residential,2,9.764717582183119,5.5,125 HSR Layout Bengaluru,2023,12.946256144689313,77.62236959510388
BLR-KMG-12-0291,KMG-12,residential,3,6.8190929499036415,5.5,135 BTM Bengaluru,2021,12.93579391036338,77.63433700071477
BLR-KMG-12-0292,KMG-12,commercial,5,45.15045393511362,7.2,79 HSR Layout Bengaluru,2021,12.924219733786224,77.64186551816798
BLR-KMG-12-0293,KMG-12,residential,3,11.811730342956958,5.5,66 MG Road Bengaluru,2023,12.927746527704363,77.61529723594745
BLR-KMG-12-0294,KMG-12,residential,3,9.207057350836108,5.5,23 MG Road Bengaluru,2020,12.929216800300301,77.63502447403701
BLR-KMG-12-0295,KMG-12,industrial,25,723.3296311947413,6.8,152 HSR Layout Bengaluru,2021,12.944299275391575,77.61505766762333
BLR-KMG-12-0296,KMG-12,residential,2,6.741771376216864,5.5,104 Indiranagar Bengaluru,2019,12.931904117612808,77.62631280767717
BLR-KMG-12-0297,KMG-12,residential,2,9.083410312876147,5.5,27 Indiranagar Bengaluru,2020,12.953340858908609,77.60962846112194
BLR-KMG-12-0298,KMG-12,residential,1,16.515855940110185,5.5,124 Koramangala Bengaluru,2022,12.931612936734734,77.62861192100279
BLR-KMG-12-0299,KMG-12,residential,3,15.250449496181492,5.5,46 MG Road Bengaluru,2022,12.95336441276146,77.63071679995214
BLR-KMG-12-0300,KMG-12,residential,1,16.346988616265016,5.5,59 Koramangala Bengaluru,2022,12.936390227345534,77.62509598488491
BLR-KMG-12-0301,KMG-12,residential,3,5.111692185002413,5.5,133 Koramangala Bengaluru,2022,12.927473620074444,77.61585959125132
BLR-KMG-12-0302,KMG-12,commercial,5,121.14988921375581,7.2,121 Koramangala Bengaluru,2019,12.946865475908417,77.62237060788692
BLR-KMG-12-0303,KMG-12,residential,2,15.595489534121057,5.5,30 Indiranagar Bengaluru,2022,12.918517728336447,77.60748717871327
BLR-KMG-12-0304,KMG-12,residential,2,16.675038239890185,5.5,51 Indiranagar Bengaluru,2019,12.938551096752628,77.62142021817593
BLR-KMG-12-0305,KMG-12,residential,3,15.286742334053072,5.5,94 Koramangala Bengaluru,2020,12.915244623996694,77.63357178940659
BLR-KMG-12-0306,KMG-12,residential,2,4.0534398777408605,5.5,47 MG Road Bengaluru,2021,12.92308718228094,77.63748164500971
BLR-KMG-12-0307,KMG-12,residential,2,13.718108029137634,5.5,153 BTM Bengaluru,2020,12.944526211650356,77.62033225371037
BLR-KMG-12-0308,KMG-12,commercial,25,57.93157765215465,7.2,137 Koramangala Bengaluru,2021,12.940599396139039,77.61441147430264
BLR-KMG-12-0309,KMG-12,commercial,15,97.2528757176528,7.2,91 Indiranagar Bengaluru,2023,12.932414330848076,77.6385825443809
BLR-KMG-12-0310,KMG-12,residential,2,17.675204599149232,5.5,78 Koramangala Bengaluru,2021,12.914720003557807,77.62085776166316
BLR-KMG-12-0311,KMG-12,residential,5,5.784355431920165,5.5,83 Koramangala Bengaluru,2020,12.94415847614387,77.63619627107366
BLR-KMG-12-0312,KMG-12,residential,5,14.173393888984526,5.5,124 MG Road Bengaluru,2021,12.939403564236388,77.6219936883189
BLR-KMG-12-0313,KMG-12,residential,1,4.956773097451645,5.5,30 MG Road Bengaluru,2018,12.93275071861858,77.61605061043039
BLR-KMG-12-0314,KMG-12,residential,1,8.198867561097785,5.5,41 HSR Layout Bengaluru,2020,12.950115799807678,77.63809055497565
BLR-KMG-12-0315,KMG-12,residential,2,16.49223497395513,5.5,127 BTM Bengaluru,2023,12.945783131148007,77.60538681066906
BLR-KMG-12-0316,KMG-12,residential,5,15.979745313725552,5.5,149 BTM Bengaluru,2021,12.922809012055092,77.62353498515931
BLR-KMG-12-0317,KMG-12,commercial,10,33.91748130548023,7.2,35 MG Road Bengaluru,2019,12.949159156011289,77.62687089408193
BLR-KMG-12-0318,KMG-12,residential,2,8.43725222907567,5.5,76 MG Road Bengaluru,2020,12.949700931598192,77.62173520057516
BLR-KMG-12-0319,KMG-12,residential,2,12.283760272288557,5.5,157 Koramangala Bengaluru,2021,12.941057054493536,77.60926773753887
BLR-KMG-12-0320,KMG-12,residential,3,17.590726890646962,5.5,194 Indiranagar Bengaluru,2020,12.943743756647061,77.6242506423798
BLR-KMG-12-0321,KMG-12,residential,1,7.561482131785858,5.5,145 BTM Bengaluru,2021,12.938162867082848,77.6402952065885
BLR-KMG-12-0322,KMG-12,residential,2,10.306514223209456,5.5,109 MG Road Bengaluru,2020,12.921843908509535,77.62843120284303
BLR-KMG-12-0323,KMG-12,residential,1,11.232016798243707,5.5,49 MG Road Bengaluru,2023,12.947332682858919,77.63775698450446
BLR-KMG-12-0324,KMG-12,residential,2,10.139538839524096,5.5,192 Indiranagar Bengaluru,2020,12.915775510886833,77.61511288291126
BLR-KMG-12-0325,KMG-12,commercial,5,128.1848002497897,7.2,21 Koramangala Bengaluru,2020,12.934296477548711,77.63896890098741
BLR-KMG-12-0326,KMG-12,residential,3,17.899435745986985,5.5,77 BTM Bengaluru,2018,12.929594894117661,77.63319441235393
BLR-KMG-12-0327,KMG-12,commercial,15,60.98079050294031,7.2,189 MG Road Bengaluru,2022,12.942737169192748,77.6421613251034
BLR-KMG-12-0328,KMG-12,commercial,25,30.25246118110601,7.2,158 BTM Bengaluru,2018,12.938151818117975,77.6314635965397
BLR-KMG-12-0329,KMG-12,residential,2,10.387311125377588,5.5,82 BTM Bengaluru,2020,12.937852860754415,77.62598334626888
BLR-KMG-12-0330,KMG-12,commercial,10,68.52973165044602,7.2,41 Indiranagar Bengaluru,2022,12.941146798266901,77.61847679963351
BLR-KMG-12-0331,KMG-12,residential,1,12.90534464973359,5.5,118 MG Road Bengaluru,2018,12.920172862611322,77.61087393925308
BLR-KMG-12-0332,KMG-12,residential,3,11.419881320969862,5.5,131 Indiranagar Bengaluru,2018,12.941795294947038,77.62529970797748
BLR-KMG-12-0333,KMG-12,residential,1,9.591162477525673,5.5,101 BTM Bengaluru,2023,12.936345695858016,77.6177266941269
BLR-KMG-12-0334,KMG-12,commercial,15,131.47252355878882,7.2,182 Koramangala Bengaluru,2019,12.930155914566804,77.60710458578926
BLR-KMG-12-0335,KMG-12,residential,3,12.263997601344236,5.5,108 Indiranagar Bengaluru,2020,12.932004934447276,77.62717065415282
BLR-KMG-12-0336,KMG-12,commercial,5,136.75824396210797,7.2,160 Indiranagar Bengaluru,2020,12.93804296667201,77.63222343450575
BLR-KMG-12-0337,KMG-12,residential,2,6.33604282378254,5.5,165 HSR Layout Bengaluru,2022,12.949603881407352,77.61783509842951
BLR-KMG-12-0338,KMG-12,residential,1,13.041513408010779,5.5,163 Koramangala Bengaluru,2020,12.93038515579581,77.61644869980253
BLR-KMG-12-0339,KMG-12,residential,2,9.10431219476556,5.5,116 HSR Layout Bengaluru,2023,12.932160064847844,77.63153096943121
BLR-KMG-12-0340,KMG-12,residential,2,4.385514078172517,5.5,187 Koramangala Bengaluru,2020,12.919431561882556,77.60797208811015
BLR-KMG-12-0341,KMG-12,residential,5,9.798103140595174,5.5,51 Indiranagar Bengaluru,2023,12.944248544558006,77.62234092035527
BLR-KMG-12-0342,KMG-12,residential,5,5.6259454428073585,5.5,170 HSR Layout Bengaluru,2022,12.932960257139326,77.62176510852663
BLR-KMG-12-0343,KMG-12,industrial,50,288.2017037898707,6.8,59 HSR Layout Bengaluru,2018,12.929420476189476,77.61761548417017
BLR-KMG-12-0344,KMG-12,residential,1,11.751960795012156,5.5,162 BTM Bengaluru,2023,12.923876297066702,77.63754196859611
BLR-KMG-12-0345,KMG-12,residential,3,13.926192140018445,5.5,85 HSR Layout Bengaluru,2022,12.952656695434655,77.62630835304999
BLR-KMG-12-0346,KMG-12,residential,2,5.948753818839737,5.5,141 Indiranagar Bengaluru,2020,12.922292360127502,77.6352955331784
BLR-KMG-12-0347,KMG-12,commercial,10,69.09877410773399,7.2,152 Indiranagar Bengaluru,2020,12.922052484312896,77.61980550973057
BLR-KMG-12-0348,KMG-12,residential,2,11.602344175407286,5.5,147 Koramangala Bengaluru,2022,12.937964823401613,77.61813842962187
BLR-KMG-12-0349,KMG-12,residential,1,14.442040540778168,5.5,5 MG Road Bengaluru,2021,12.932671283089247,77.60537845037699
BLR-KMG-12-0350,KMG-12,industrial,200,712.9024161471975,6.8,108 HSR Layout Bengaluru,2021,12.948541900900581,77.62754926088525
BLR-KMG-13-0351,KMG-13,residential,1,6.845123275205221,5.5,151 Koramangala Bengaluru,2020,12.950749388424255,77.61849072348394
BLR-KMG-13-0352,KMG-13,commercial,25,84.71751309119243,7.2,92 Koramangala Bengaluru,2021,12.94626357369305,77.62305933535113
BLR-KMG-13-0353,KMG-13,industrial,25,203.16784858070173,6.8,81 MG Road Bengaluru,2018,12.949723608207815,77.60649830374476
BLR-KMG-13-0354,KMG-13,commercial,10,91.25189868050786,7.2,189 Indiranagar Bengaluru,2023,12.941508881697223,77.63290827830792
BLR-KMG-13-0355,KMG-13,residential,1,8.191538237203538,5.5,194 MG Road Bengaluru,2020,12.922428198554687,77.64229792076152
BLR-KMG-13-0356,KMG-13,residential,5,13.475498184003538,5.5,113 Koramangala Bengaluru,2018,12.92767129618947,77.62931625322713
BLR-KMG-13-0357,KMG-13,residential,1,17.119274398423126,5.5,188 MG Road Bengaluru,2018,12.94783685758711,77.62854416456949
BLR-KMG-13-0358,KMG-13,residential,2,5.087090685402471,5.5,128 HSR Layout Bengaluru,2023,12.914979937930706,77.61624549363518
BLR-KMG-13-0359,KMG-13,residential,2,12.078569302466752,5.5,34 BTM Bengaluru,2022,12.9180376479991,77.63875777009116
BLR-KMG-13-0360,KMG-13,residential,1,15.78904212358011,5.5,124 HSR Layout Bengaluru,2019,12.916916073414715,77.6201149313053
BLR-KMG-13-0361,KMG-13,residential,1,7.93406298472199,5.5,136 Koramangala Bengaluru,2023,12.926859828049915,77.62305747945375
BLR-KMG-13-0362,KMG-13,residential,2,17.705735612447324,5.5,21 Koramangala Bengaluru,2022,12.930644857122843,77.63438445714799
BLR-KMG-13-0363,KMG-13,residential,3,16.137068556926373,5.5,74 Indiranagar Bengaluru,2021,12.938991354511575,77.60687103224906
BLR-KMG-13-0364,KMG-13,residential,1,13.995336855092257,5.5,53 HSR Layout Bengaluru,2022,12.950671667628093,77.63282620581133
BLR-KMG-13-0365,KMG-13,residential,1,16.347890376102903,5.5,98 Koramangala Bengaluru,2018,12.943945809365047,77.61670347181044
BLR-KMG-13-0366,KMG-13,residential,2,4.655926719386444,5.5,96 MG Road Bengaluru,2019,12.932678719998544,77.61761482985223
BLR-KMG-13-0367,KMG-13,industrial,25,1130.8873720608085,6.8,121 MG Road Bengaluru,2020,12.92481573145538,77.63770847608642
BLR-KMG-13-0368,KMG-13,residential,3,16.486210027350285,5.5,141 Koramangala Bengaluru,2018,12.929092546456252,77.64145284615876
BLR-KMG-13-0369,KMG-13,residential,1,4.5920844891175365,5.5,157 MG Road Bengaluru,2021,12.939308475149943,77.63215428366537
BLR-KMG-13-0370,KMG-13,residential,1,13.982644708880462,5.5,13 BTM Bengaluru,2018,12.925137576330016,77.60918402604781
BLR-KMG-13-0371,KMG-13,residential,5,7.765552442335403,5.5,84 Koramangala Bengaluru,2020,12.939765968859035,77.60592744049573
BLR-KMG-13-0372,KMG-13,residential,5,11.005616039942817,5.5,41 Koramangala Bengaluru,2019,12.939376965811462,77.63483122473055
BLR-KMG-13-0373,KMG-13,residential,3,6.604322000079319,5.5,141 HSR Layout Bengaluru,2019,12.922479762187946,77.6302941392868
BLR-KMG-13-0374,KMG-13,residential,3,7.020369508470358,5.5,109 BTM Bengaluru,2022,12.925812059102872,77.60946403614604
BLR-KMG-13-0375,KMG-13,residential,3,8.4187828126869,5.5,172 BTM Bengaluru,2021,12.942528275331304,77.61196861099576
BLR-KMG-13-0376,KMG-13,commercial,5,74.13431853073834,7.2,57 MG Road Bengaluru,2023,12.945280613397317,77.62575222911464
BLR-KMG-13-0377,KMG-13,residential,2,7.386444369758044,5.5,102 Indiranagar Bengaluru,2023,12.942375318683496,77.64195383823323
BLR-KMG-13-0378,KMG-13,residential,3,8.623398910709675,5.5,12 HSR Layout Bengaluru,2022,12.93256380637814,77.6425399696355
BLR-KMG-13-0379,KMG-13,residential,2,8.366094010836365,5.5,156 MG Road Bengaluru,2021,12.953040552931167,77.6090220085905
BLR-KMG-13-0380,KMG-13,residential,3,15.300177523108356,5.5,162 BTM Bengaluru,2023,12.931420305018888,77.61728397461572
BLR-KMG-13-0381,KMG-13,residential,3,7.125687397072748,5.5,57 HSR Layout Bengaluru,2020,12.94052029384567,77.62593528144782
BLR-KMG-13-0382,KMG-13,commercial,15,95.63559016456658,7.2,8 MG Road Bengaluru,2018,12.925645769911407,77.61228379672706
BLR-KMG-13-0383,KMG-13,residential,3,13.941896045172921,5.5,157 Indiranagar Bengaluru,2019,12.933363082788407,77.63389777626386
BLR-KMG-13-0384,KMG-13,residential,1,17.409057213834856,5.5,137 BTM Bengaluru,2021,12.93577929331201,77.64251073401012
BLR-KMG-13-0385,KMG-13,residential,2,7.155337752094722,5.5,199 Indiranagar Bengaluru,2018,12.938896545662638,77.63525287422989
BLR-KMG-13-0386,KMG-13,residential,1,15.355732779068592,5.5,104 HSR Layout Bengaluru,2021,12.939712756592007,77.63639440749442
BLR-KMG-13-0387,KMG-13,industrial,25,924.9811699240524,6.8,57 MG Road Bengaluru,2023,12.916488129046588,77.60989212177115
BLR-KMG-13-0388,KMG-13,residential,2,10.267427955745855,5.5,54 MG Road Bengaluru,2019,12.9260766680031,77.63444353224095
BLR-KMG-13-0389,KMG-13,residential,5,17.47234284182898,5.5,134 Indiranagar Bengaluru,2023,12.93586308568129,77.62131264008838
BLR-KMG-13-0390,KMG-13,residential,1,10.237582942386473,5.5,172 BTM Bengaluru,2020,12.940973959160939,77.60947996252214
BLR-KMG-13-0391,KMG-13,industrial,50,591.8582964090789,6.8,70 MG Road Bengaluru,2021,12.952057192414472,77.64379277175863
BLR-KMG-13-0392,KMG-13,residential,5,11.97355691393945,5.5,139 BTM Bengaluru,2018,12.950775496182906,77.61104381885322
BLR-KMG-13-0393,KMG-13,residential,1,4.1986606915407405,5.5,108 Koramangala Bengaluru,2022,12.950315951751184,77.64174806371281
BLR-KMG-13-0394,KMG-13,industrial,50,1177.3079079915037,6.8,8 BTM Bengaluru,2019,12.933076004258718,77.63273324701487
BLR-KMG-13-0395,KMG-13,residential,2,13.33240670665267,5.5,187 HSR Layout Bengaluru,2019,12.944865076439143,77.62395582658144
BLR-KMG-13-0396,KMG-13,residential,1,8.99841081558017,5.5,156 Indiranagar Bengaluru,2020,12.915842269367598,77.63632317129422
BLR-KMG-13-0397,KMG-13,residential,2,15.315856153783127,5.5,22 BTM Bengaluru,2020,12.91516679054581,77.62323560586411
BLR-KMG-13-0398,KMG-13,residential,1,8.044389144728319,5.5,155 Indiranagar Bengaluru,2020,12.93378700758365,77.6245088099125
BLR-KMG-13-0399,KMG-13,residential,2,5.270103831289035,5.5,94 Koramangala Bengaluru,2020,12.952037143780101,77.62708490344153
BLR-KMG-13-0400,KMG-13,residential,3,7.514019365672204,5.5,181 Koramangala Bengaluru,2019,12.940265242948314,77.61361595651573
BLR-KMG-13-0401,KMG-13,residential,5,5.425251561293517,5.5,10 Koramangala Bengaluru,2020,12.944070886921564,77.61314777637601
